Source,Target
JPY:D' R' U D R U R' D' R U' R' U' R D,JSM:R' U D R U R' D' R U' R' U' R
JPY:D' R' U D R U R' D' R U' R' U' R D,JYP:D' R' U R U R' D R U' R' U' D' R D
JPZ:U' R B R2 D' R U R' D R U' R B' R' U,JZP:U' R B R' U R' D' R U' R' D R2 B' R' U
JPZ:U' R B R2 D' R U R' D R U' R B' R' U,JTZ:D' R U R' D R U' R'
JQA:U2 R D' R' U R D R' U,JTA:U2 D R D' R' U R D R' U D'
JQA:U2 R D' R' U R D R' U,JYQ:U R U2 R D' R' U R D R' U R' U'
JQA:U2 R D' R' U R D R' U,JSG:R D R' U' R D' R' U
JQD:U R D' R' U2 R D R' U,JTD:U D R D' R' U2 R D R' U D'
JQF:R D' R U R' U' R D R' U R U' D' R' D R',JQG:R D' R' U' R D R' U
JQG:R D' R' U' R D R' U,JRO:R B D R' U R D' R' U' R B' R'
JQG:R D' R' U' R D R' U,JSA:U2 R D R' U R D' R' U
JQG:R D' R' U' R D R' U,JTG:D R D' R' U' R D R' U D'
JQG:R D' R' U' R D R' U,JTH:R U' D R' U R D' R' U' R U R'
JQG:R D' R' U' R D R' U,JZO:R2 D' R' U' R D R' U R'
JQG:R D' R' U' R D R' U,JRF:U R' F R U' R D R' U R D' R2 F' R U'
JQG:R D' R' U' R D R' U,JSH:U' R U R' U' R D R' U R U' D' R' U
JQG:R D' R' U' R D R' U,JSN:R' F' R U' R D R' U R D' R2 F R
JQH:R B' D' R' U R D R' U' R B R',JSG:R D R' U' R D' R' U
JQI:U R2 D' R' U2 R D R' U2 R' U',JTI:U D R2 D' R' U2 R D R' U2 R' U' D'
JQR:R D' R2 D R U R' D' R U' R D R',JRQ:R D' R' U R' D R U' R' D' R2 D R'
JQS:R' U R2 D' R' U' R D R' U R' U' R,JSQ:R' U R U' R D' R' U R D R2 U' R
JQS:R' U R2 D' R' U' R D R' U R' U' R,JTY:D R' U R2 D' R' U' R D R' U R' U' R D'
JQS:R' U R2 D' R' U' R D R' U R' U' R,JZO:R2 D' R' U' R D R' U R'
JQT:U D' R' U2 R D R' U2 R U',JTQ:U R' U2 R D' R' U2 R U' D
JQW:F' R U' D' R D R' U R' F R2 D' R' D R',JRI:R D R' U R' F R2 D' R' D R' F' R U' D'
JQW:F' R U' D' R D R' U R' F R2 D' R' D R',JWQ:R D' R D R2 F' R U' R D' R' U D R' F
JQX:R U' R' U' D' R D R' U2 R D' R' U' D R U R',JXQ:R U' R' U D' R D R' U2 R D' R' U D R U R'
JQY:U R U' R D' R' U' R D R' U2 R' U',JYQ:U R U2 R D' R' U R D R' U R' U'
JQZ:R U' D' R D R' U R D' R' D R',JZQ:R D' R D R' U' R D' R' U D R'
JRC:U2 R U D R' U' R D' R' U R U' R' U2,JSG:R D R' U' R D' R' U
JRN:D R U' R D' R' U R D R2 D',JXM:U' R' D R U' R D' R' U R D R2 D' R U
JRQ:R D' R' U R' D R U' R' D' R2 D R',JZN:R U R' D R U' R' D'
JRW:U R' F R U2 R D R' U2 R D' R2 F' R U',JWR:U R' F R2 D R' U2 R D' R' U2 R' F' R U'
JRX:R U' R' U' D R D' R' U2 R D R' U' D' R U R',JXR:R U' R' U D R D' R' U2 R D R' U D' R U R'
JRY:U R D' R' D R U' R' D' R U D R' U',JYR:U R U' D' R' D R U R' D' R D R' U'
JRZ:D R U' R D' R' U R D R' U R' D' R U' R',JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JRZ:D R U' R D' R' U R D R' U R' D' R U' R',JXA:U' R' D R U' R D' R' U R D R' U R' D' R
JSA:U2 R D R' U R D' R' U,JYF:U' R' U2 R D R' U R D' R' U R U
JSC:R' U R' D' R U2 R' D R U R,JZD:U2 R' D' R U2 R' D R
JSD:U R D R' U2 R D' R' U,JWD:R F' R' U R D R' U2 R D' R' U R F R'
JSD:U R D R' U2 R D' R' U,JYI:U' R' U R D R' U2 R D' R' U R U
JSF:R' U R' D' R U R' D R U2 R,JZA:U' R' D' R U R' D R
JSG:R D R' U' R D' R' U,JTA:U2 D R D' R' U R D R' U D'
JSG:R D R' U' R D' R' U,JYO:R2 U' D' R' U R D R' U' R U R2
JSG:R D R' U' R D' R' U,JSP:U' R' U' R D' R' U R U D
JSG:R D R' U' R D' R' U,JWG:R F' D R' U' R D' R' U R F R'
JSQ:R' U R U' R D' R' U R D R2 U' R,JYT:D R' U R U' R D' R' U R D R2 U' R D'
JSW:U' R2 D R U R' D' R U' R U,JWS:U' R' U R' D R U' R' D' R2 U
JSX:R U' D' R2 D R U2 R' D' R U2 R U D R',JXS:R U' D' R' U2 R' D R U2 R' D' R2 U D R'
JSY:U D' R U' R' D R U R' U',JYM:U R U' R' D R U R' U' D'
JSY:U D' R U' R' D R U R' U',JYS:U R U' R' D' R U R' U' D
JSZ:R D' R' D R U R' D' R U' D R',JZS:R U D' R' D R U' R' D' R D R'
JTB:R U' R' D' R U2 R' D R U' R',JWA:R2 F R U' R' D' R U2 R' D R U' R' F' R2
JTB:R U' R' D' R U2 R' D R U' R',JZB:D R U' R' D' R U2 R' D R U' R' D'
JTB:R U' R' D' R U2 R' D R U' R',JZD:U2 R' D' R U2 R' D R
JTC:R2 U' R' U R' D' R U' R' D R2 U R2,JZT:R U R' D' R U' R' D
JTC:R2 U' R' U R' D' R U' R' D R2 U R2,JZG:U R' D' R U' R' D R
JTD:U D R D' R' U2 R D R' U D',JXR:R U' R' U D R D' R' U2 R D R' U D' R U R'
JTE:R U2 R' D' R U' R' D R U' R',JZE:D R U2 R' D' R U' R' D R U' R' D'
JTE:R U2 R' D' R U' R' D R U' R',JZG:U R' D' R U' R' D R
JTW:U' R2 U D R U' R' D' R U R' U' R2 U,JWT:U' R2 U R U' R' D R U R' U' D' R2 U
JTX:R U' R' U' R D R' U2 R D' R' U' R U R',JXT:R U' R' U R D R' U2 R D' R' U R U R'
JTY:D R' U R2 D' R' U' R D R' U R' U' R D',JYT:D R' U R U' R D' R' U R D R2 U' R D'
JTZ:D' R U R' D R U' R',JZF:R B' R2 D' R U R' D R U' R B R'
JTZ:D' R U R' D R U' R',JZN:R U R' D R U' R' D'
JTZ:D' R U R' D R U' R',JZT:R U R' D' R U' R' D
JWB:R U' D R' D' R U2 R' D R U' D' R',JXB:D' R U' D R' D' R U2 R' D R U' D' R' D
JWB:R U' D R' D' R U2 R' D R U' D' R',JZD:U2 R' D' R U2 R' D R
JWE:R U2 D R' D' R U' R' D R U' D' R',JXE:D' R U2 D R' D' R U' R' D R U' D' R' D
JWE:R U2 D R' D' R U' R' D R U' D' R',JZG:U R' D' R U' R' D R
JWF:U' R' U' R' D R U R' D' R2 U,JXF:U' D' R' U' R' D R U R' D' R2 U D
JWH:R' U' R2 D R2 U R U' R2 D' R2 U,JYW:U' R2 D R2 U R U' R2 D' R2 U R'
JWI:U' R' U2 R' D R U2 R' D' R2 U,JXI:U' D' R' U2 R' D R U2 R' D' R2 U D
JWI:U' R' U2 R' D R U2 R' D' R2 U,JXN:R U' R' U2 R' D R U2 R' D' R2 U R'
JWS:U' R' U R' D R U' R' D' R2 U,JXP:U' D' R' U R' D R U' R' D' R2 U D
JWS:U' R' U R' D R U' R' D' R2 U,JZM:U' R U' R' U R' D R U' R' D' R2 U R' U
JWS:U' R' U R' D R U' R' D' R2 U,JZN:R U R' D R U' R' D'
JWT:U' R2 U R U' R' D R U R' U' D' R2 U,JYM:U R U' R' D R U R' U' D'
JWX:R U' R' D R' D' R U2 R' D R U2 D' R U R',JXW:R U' R' U2 D R' D' R U2 R' D R D' R U R'
JWY:R U' R2 D R2 U R' U' R2 D' R2 U,JYW:U' R2 D R2 U R U' R2 D' R2 U R'
JWZ:R D R' D' R U R' D R U' D' R',JZW:R U D R' D' R U' R' D R D' R'
JXG:U R' D R U' R D' R' U' R D R' U R' D' R,JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JXI:U' D' R' U2 R' D R U2 R' D' R2 U D,JXS:R U' D' R' U2 R' D R U2 R' D' R2 U D R'
JXT:R U' R' U R D R' U2 R D' R' U R U R',JYI:U' R' U R D R' U2 R D' R' U R U
JYA:U' D' R' D R U R' D' R D,JYR:U R U' D' R' D R U R' D' R D R' U'
JYG:U D' R' D R U' R' D' R D,JZS:R U D' R' D R U' R' D' R D R'
JYS:U R U' R' D' R U R' U' D,JZH:R' U R U' R' D' R U R' U' D R
JYS:U R U' R' D' R U R' U' D,JZA:U' R' D' R U R' D R
JZC:R' U' R U R' D' R U' R' U D R,JZT:R U R' D' R U' R' D
JZG:U R' D' R U' R' D R,JZP:U' R B R' U R' D' R U' R' D R2 B' R' U
JZG:U R' D' R U' R' D R,JZT:R U R' D' R U' R' D
JZP:U' R B R' U R' D' R U' R' D R2 B' R' U,JZT:R U R' D' R U' R' D
